pol: 0, ang: 120, dist: 1 
pol: 0, ang: 170, dist: 3 
pol: 0, ang: 170, dist: 4 
pol: 0, ang: 170, dist: 5 
pol: 0, ang: 170, dist: 6 
pol: 0, ang: 170, dist: 7 
pol: 0, ang: 170, dist: 8 
pol: 0, ang: 170, dist: 9 
pol: 0, ang: 170, dist: 10 
pol: 0, ang: 170, dist: 11 
pol: 0, ang: 170, dist: 12 
pol: 0, ang: 170, dist: 13 
pol: 0, ang: 170, dist: 14 
pol: 0, ang: 170, dist: 15 
pol: 0, ang: 170, dist: 16 
pol: 0, ang: 170, dist: 17 
pol: 0, ang: 170, dist: 18 
pol: 0, ang: 170, dist: 19 
pol: 0, ang: 180, dist: 1 
Too many values
pol: 0, ang: 180, dist: 2 
Too many values
pol: 0, ang: 180, dist: 3 
pol: 0, ang: 180, dist: 4 
pol: 0, ang: 180, dist: 5 
pol: 0, ang: 180, dist: 6 
pol: 0, ang: 180, dist: 7 
pol: 0, ang: 180, dist: 8 
pol: 0, ang: 180, dist: 9 
pol: 0, ang: 180, dist: 10 
pol: 0, ang: 180, dist: 11 
pol: 0, ang: 180, dist: 12 
pol: 0, ang: 180, dist: 13 
pol: 0, ang: 180, dist: 14 
pol: 0, ang: 180, dist: 15 
pol: 0, ang: 180, dist: 16 
pol: 0, ang: 180, dist: 17 
pol: 0, ang: 180, dist: 18 
pol: 0, ang: 180, dist: 19 
jaccard: 0.9386765301961688 | divisao pela distancia: 0.012287490172101815 
values: [[5, 130]]
--------------- NEW POLYGON ---------------
pol: 1, ang: 120, dist: 1 
min dist: 1 max angle: 120 | jaccard: 0.853791158061617 | divisao pela distancia: 0.0007572437749225145 | jaccard*distDiv: 0.20286110895622902 
pol: 1, ang: 120, dist: 2 
pol: 1, ang: 120, dist: 3 
min dist: 3 max angle: 120 | jaccard: 0.8475740417465498 | divisao pela distancia: 0.0007916436615178258 | jaccard*distDiv: 0.2031812346724426 
pol: 1, ang: 120, dist: 4 
pol: 1, ang: 120, dist: 5 
min dist: 5 max angle: 120 | jaccard: 0.831677442106067 | divisao pela distancia: 0.0012467290366785886 | jaccard*distDiv: 0.21832795001928665 
pol: 1, ang: 120, dist: 6 
min dist: 6 max angle: 120 | jaccard: 0.9212702266790771 | divisao pela distancia: 0.0010095895901051093 | jaccard*distDiv: 0.23185475591515764 
pol: 1, ang: 120, dist: 7 
pol: 1, ang: 120, dist: 8 
pol: 1, ang: 120, dist: 9 
pol: 1, ang: 120, dist: 10 
pol: 1, ang: 120, dist: 11 
pol: 1, ang: 120, dist: 12 
pol: 1, ang: 120, dist: 13 
pol: 1, ang: 120, dist: 14 
pol: 1, ang: 120, dist: 15 
pol: 1, ang: 120, dist: 16 
pol: 1, ang: 120, dist: 17 
pol: 1, ang: 120, dist: 18 
pol: 1, ang: 120, dist: 19 
pol: 1, ang: 130, dist: 1 
pol: 1, ang: 130, dist: 2 
pol: 1, ang: 130, dist: 3 
pol: 1, ang: 130, dist: 4 
pol: 1, ang: 130, dist: 5 
pol: 1, ang: 130, dist: 6 
pol: 1, ang: 130, dist: 7 
pol: 1, ang: 130, dist: 8 
pol: 1, ang: 130, dist: 9 
pol: 1, ang: 130, dist: 10 
pol: 1, ang: 130, dist: 11 
pol: 1, ang: 130, dist: 12 
pol: 1, ang: 130, dist: 13 
pol: 1, ang: 130, dist: 14 
pol: 1, ang: 130, dist: 15 
pol: 1, ang: 130, dist: 16 
pol: 1, ang: 130, dist: 17 
pol: 1, ang: 130, dist: 18 
pol: 1, ang: 130, dist: 19 
pol: 1, ang: 140, dist: 1 
pol: 1, ang: 140, dist: 2 
pol: 1, ang: 140, dist: 3 
pol: 1, ang: 140, dist: 4 
pol: 1, ang: 140, dist: 5 
pol: 1, ang: 140, dist: 6 
pol: 1, ang: 140, dist: 7 
pol: 1, ang: 140, dist: 8 
pol: 1, ang: 140, dist: 9 
pol: 1, ang: 140, dist: 10 
pol: 1, ang: 140, dist: 11 
pol: 1, ang: 140, dist: 12 
pol: 1, ang: 140, dist: 13 
pol: 1, ang: 140, dist: 14 
pol: 1, ang: 140, dist: 15 
pol: 1, ang: 140, dist: 16 
pol: 1, ang: 140, dist: 17 
pol: 1, ang: 140, dist: 18 
pol: 1, ang: 140, dist: 19 
pol: 1, ang: 150, dist: 1 
pol: 1, ang: 150, dist: 2 
pol: 1, ang: 150, dist: 3 
pol: 1, ang: 150, dist: 4 
pol: 1, ang: 150, dist: 5 
pol: 1, ang: 150, dist: 6 
pol: 1, ang: 150, dist: 7 
pol: 1, ang: 150, dist: 8 
pol: 1, ang: 150, dist: 9 
pol: 1, ang: 150, dist: 10 
pol: 1, ang: 150, dist: 11 
pol: 1, ang: 150, dist: 12 
pol: 1, ang: 150, dist: 13 
pol: 1, ang: 150, dist: 14 
pol: 1, ang: 150, dist: 15 
pol: 1, ang: 150, dist: 16 
pol: 1, ang: 150, dist: 17 
pol: 1, ang: 150, dist: 18 
pol: 1, ang: 150, dist: 19 
pol: 1, ang: 160, dist: 1 
pol: 1, ang: 160, dist: 2 
pol: 1, ang: 160, dist: 3 
pol: 1, ang: 160, dist: 4 
pol: 1, ang: 160, dist: 5 
pol: 1, ang: 160, dist: 6 
pol: 1, ang: 160, dist: 7 
pol: 1, ang: 160, dist: 8 
pol: 1, ang: 160, dist: 9 
pol: 1, ang: 160, dist: 10 
pol: 1, ang: 160, dist: 11 
pol: 1, ang: 160, dist: 12 
pol: 1, ang: 160, dist: 13 
pol: 1, ang: 160, dist: 14 
pol: 1, ang: 160, dist: 15 
pol: 1, ang: 160, dist: 16 
pol: 1, ang: 160, dist: 17 
pol: 1, ang: 160, dist: 18 
pol: 1, ang: 160, dist: 19 
pol: 1, ang: 170, dist: 1 
Too many values
pol: 1, ang: 170, dist: 2 
Too many values
pol: 1, ang: 170, dist: 3 
pol: 1, ang: 170, dist: 4 
pol: 1, ang: 170, dist: 5 
pol: 1, ang: 170, dist: 6 
min dist: 6 max angle: 170 | jaccard: 0.772503396444089 | divisao pela distancia: 0.002439652329173695 | jaccard*distDiv: 0.2319348371543473 
pol: 1, ang: 170, dist: 7 
pol: 1, ang: 170, dist: 8 
pol: 1, ang: 170, dist: 9 
pol: 1, ang: 170, dist: 10 
pol: 1, ang: 170, dist: 11 
pol: 1, ang: 170, dist: 12 
pol: 1, ang: 170, dist: 13 
pol: 1, ang: 170, dist: 14 
pol: 1, ang: 170, dist: 15 
pol: 1, ang: 170, dist: 16 
pol: 1, ang: 170, dist: 17 
pol: 1, ang: 170, dist: 18 
pol: 1, ang: 170, dist: 19 
pol: 1, ang: 180, dist: 1 
Too many values
pol: 1, ang: 180, dist: 2 
Too many values
pol: 1, ang: 180, dist: 3 
pol: 1, ang: 180, dist: 4 
pol: 1, ang: 180, dist: 5 
pol: 1, ang: 180, dist: 6 
pol: 1, ang: 180, dist: 7 
pol: 1, ang: 180, dist: 8 
pol: 1, ang: 180, dist: 9 
pol: 1, ang: 180, dist: 10 
pol: 1, ang: 180, dist: 11 
pol: 1, ang: 180, dist: 12 
pol: 1, ang: 180, dist: 13 
pol: 1, ang: 180, dist: 14 
pol: 1, ang: 180, dist: 15 
pol: 1, ang: 180, dist: 16 
pol: 1, ang: 180, dist: 17 
pol: 1, ang: 180, dist: 18 
pol: 1, ang: 180, dist: 19 
jaccard: 0.9212702266790771 | divisao pela distancia: 0.002439652329173695 
values: [[5, 130], [6, 170]]
--------------- NEW POLYGON ---------------
pol: 2, ang: 120, dist: 1 
min dist: 1 max angle: 120 | jaccard: 0.5350468069662258 | divisao pela distancia: 0.01005922010940338 | jaccard*distDiv: 0.2132576596739519 
pol: 2, ang: 120, dist: 2 
pol: 2, ang: 120, dist: 3 
pol: 2, ang: 120, dist: 4 
pol: 2, ang: 120, dist: 5 
pol: 2, ang: 120, dist: 6 
pol: 2, ang: 120, dist: 7 
pol: 2, ang: 120, dist: 8 
pol: 2, ang: 120, dist: 9 
pol: 2, ang: 120, dist: 10 
pol: 2, ang: 120, dist: 11 
pol: 2, ang: 120, dist: 12 
pol: 2, ang: 120, dist: 13 
pol: 2, ang: 120, dist: 14 
pol: 2, ang: 120, dist: 15 
pol: 2, ang: 120, dist: 16 
pol: 2, ang: 120, dist: 17 
pol: 2, ang: 120, dist: 18 
pol: 2, ang: 120, dist: 19 
pol: 2, ang: 130, dist: 1 
min dist: 1 max angle: 130 | jaccard: 0.8447550537072948 | divisao pela distancia: 0.016681666320179683 | jaccard*distDiv: 0.37254495329137055 
pol: 2, ang: 130, dist: 2 
pol: 2, ang: 130, dist: 3 
pol: 2, ang: 130, dist: 4 
pol: 2, ang: 130, dist: 5 
pol: 2, ang: 130, dist: 6 
pol: 2, ang: 130, dist: 7 
min dist: 7 max angle: 130 | jaccard: 0.8475971401033624 | divisao pela distancia: 0.017173589063981202 | jaccard*distDiv: 0.37597736169294516 
pol: 2, ang: 130, dist: 8 
pol: 2, ang: 130, dist: 9 
pol: 2, ang: 130, dist: 10 
pol: 2, ang: 130, dist: 11 
pol: 2, ang: 130, dist: 12 
pol: 2, ang: 130, dist: 13 
pol: 2, ang: 130, dist: 14 
pol: 2, ang: 130, dist: 15 
min dist: 15 max angle: 130 | jaccard: 0.8199513676892387 | divisao pela distancia: 0.022872145114145873 | jaccard*distDiv: 0.38516735761186777 
pol: 2, ang: 130, dist: 16 
pol: 2, ang: 130, dist: 17 
pol: 2, ang: 130, dist: 18 
pol: 2, ang: 130, dist: 19 
pol: 2, ang: 140, dist: 1 
pol: 2, ang: 140, dist: 2 
pol: 2, ang: 140, dist: 3 
pol: 2, ang: 140, dist: 4 
pol: 2, ang: 140, dist: 5 
pol: 2, ang: 140, dist: 6 
pol: 2, ang: 140, dist: 7 
pol: 2, ang: 140, dist: 8 
pol: 2, ang: 140, dist: 9 
pol: 2, ang: 140, dist: 10 
pol: 2, ang: 140, dist: 11 
pol: 2, ang: 140, dist: 12 
pol: 2, ang: 140, dist: 13 
pol: 2, ang: 140, dist: 14 
pol: 2, ang: 140, dist: 15 
min dist: 15 max angle: 140 | jaccard: 0.8634198686660397 | divisao pela distancia: 0.018677470683980072 | jaccard*distDiv: 0.3894804390714887 
pol: 2, ang: 140, dist: 16 
min dist: 16 max angle: 140 | jaccard: 0.8647037644037905 | divisao pela distancia: 0.018677470683980072 | jaccard*distDiv: 0.3900595921507823 
pol: 2, ang: 140, dist: 17 
pol: 2, ang: 140, dist: 18 
pol: 2, ang: 140, dist: 19 
pol: 2, ang: 150, dist: 1 
pol: 2, ang: 150, dist: 2 
pol: 2, ang: 150, dist: 3 
pol: 2, ang: 150, dist: 4 
pol: 2, ang: 150, dist: 5 
pol: 2, ang: 150, dist: 6 
pol: 2, ang: 150, dist: 7 
pol: 2, ang: 150, dist: 8 
pol: 2, ang: 150, dist: 9 
pol: 2, ang: 150, dist: 10 
pol: 2, ang: 150, dist: 11 
pol: 2, ang: 150, dist: 12 
pol: 2, ang: 150, dist: 13 
pol: 2, ang: 150, dist: 14 
pol: 2, ang: 150, dist: 15 
pol: 2, ang: 150, dist: 16 
pol: 2, ang: 150, dist: 17 
pol: 2, ang: 150, dist: 18 
pol: 2, ang: 150, dist: 19 
pol: 2, ang: 160, dist: 1 
pol: 2, ang: 160, dist: 2 
pol: 2, ang: 160, dist: 3 
pol: 2, ang: 160, dist: 4 
pol: 2, ang: 160, dist: 5 
pol: 2, ang: 160, dist: 6 
pol: 2, ang: 160, dist: 7 
pol: 2, ang: 160, dist: 8 
pol: 2, ang: 160, dist: 9 
pol: 2, ang: 160, dist: 10 
pol: 2, ang: 160, dist: 11 
pol: 2, ang: 160, dist: 12 
pol: 2, ang: 160, dist: 13 
pol: 2, ang: 160, dist: 14 
pol: 2, ang: 160, dist: 15 
pol: 2, ang: 160, dist: 16 
pol: 2, ang: 160, dist: 17 
pol: 2, ang: 160, dist: 18 
pol: 2, ang: 160, dist: 19 
pol: 2, ang: 170, dist: 1 
Too many values
pol: 2, ang: 170, dist: 2 
Too many values
pol: 2, ang: 170, dist: 3 
pol: 2, ang: 170, dist: 4 
pol: 2, ang: 170, dist: 5 
pol: 2, ang: 170, dist: 6 
pol: 2, ang: 170, dist: 7 
pol: 2, ang: 170, dist: 8 
pol: 2, ang: 170, dist: 9 
pol: 2, ang: 170, dist: 10 
pol: 2, ang: 170, dist: 11 
pol: 2, ang: 170, dist: 12 
pol: 2, ang: 170, dist: 13 
pol: 2, ang: 170, dist: 14 
pol: 2, ang: 170, dist: 15 
pol: 2, ang: 170, dist: 16 
pol: 2, ang: 170, dist: 17 
pol: 2, ang: 170, dist: 18 
pol: 2, ang: 170, dist: 19 
pol: 2, ang: 180, dist: 1 
Too many values
pol: 2, ang: 180, dist: 2 
Too many values
pol: 2, ang: 180, dist: 3 
pol: 2, ang: 180, dist: 4 
pol: 2, ang: 180, dist: 5 
pol: 2, ang: 180, dist: 6 
pol: 2, ang: 180, dist: 7 
pol: 2, ang: 180, dist: 8 
pol: 2, ang: 180, dist: 9 
pol: 2, ang: 180, dist: 10 
pol: 2, ang: 180, dist: 11 
pol: 2, ang: 180, dist: 12 
pol: 2, ang: 180, dist: 13 
pol: 2, ang: 180, dist: 14 
pol: 2, ang: 180, dist: 15 
pol: 2, ang: 180, dist: 16 
pol: 2, ang: 180, dist: 17 
pol: 2, ang: 180, dist: 18 
pol: 2, ang: 180, dist: 19 
jaccard: 0.9006659969269182 | divisao pela distancia: 0.022872145114145873 
values: [[5, 130], [6, 170], [16, 140]]
--------------- NEW POLYGON ---------------
pol: 3, ang: 120, dist: 1 
min dist: 1 max angle: 120 | jaccard: 0.26783045310722664 | divisao pela distancia: 0.0012463089262707238 | jaccard*distDiv: 0.07030481943032243 
pol: 3, ang: 120, dist: 2 
pol: 3, ang: 120, dist: 3 
pol: 3, ang: 120, dist: 4 
pol: 3, ang: 120, dist: 5 
pol: 3, ang: 120, dist: 6 
pol: 3, ang: 120, dist: 7 
pol: 3, ang: 120, dist: 8 
pol: 3, ang: 120, dist: 9 
pol: 3, ang: 120, dist: 10 
min dist: 10 max angle: 120 | jaccard: 0.30669528050447914 | divisao pela distancia: 0.0012690301315285981 | jaccard*distDiv: 0.08079816167899383 
pol: 3, ang: 120, dist: 11 
pol: 3, ang: 120, dist: 12 
pol: 3, ang: 120, dist: 13 
pol: 3, ang: 120, dist: 14 
pol: 3, ang: 120, dist: 15 
min dist: 15 max angle: 120 | jaccard: 0.4571935686027 | divisao pela distancia: 0.003751301435461748 | jaccard*distDiv: 0.149601691896988 
pol: 3, ang: 120, dist: 16 
pol: 3, ang: 120, dist: 17 
pol: 3, ang: 120, dist: 18 
pol: 3, ang: 120, dist: 19 
pol: 3, ang: 130, dist: 1 
pol: 3, ang: 130, dist: 2 
pol: 3, ang: 130, dist: 3 
pol: 3, ang: 130, dist: 4 
pol: 3, ang: 130, dist: 5 
pol: 3, ang: 130, dist: 6 
pol: 3, ang: 130, dist: 7 
pol: 3, ang: 130, dist: 8 
pol: 3, ang: 130, dist: 9 
pol: 3, ang: 130, dist: 10 
min dist: 10 max angle: 130 | jaccard: 0.6867362940290012 | divisao pela distancia: 0.0017467992226397734 | jaccard*distDiv: 0.19285841733746806 
pol: 3, ang: 130, dist: 11 
pol: 3, ang: 130, dist: 12 
pol: 3, ang: 130, dist: 13 
pol: 3, ang: 130, dist: 14 
min dist: 14 max angle: 130 | jaccard: 0.795742527603863 | divisao pela distancia: 0.001604382011432572 | jaccard*distDiv: 0.2197020584042986 
pol: 3, ang: 130, dist: 15 
pol: 3, ang: 130, dist: 16 
pol: 3, ang: 130, dist: 17 
pol: 3, ang: 130, dist: 18 
pol: 3, ang: 130, dist: 19 
pol: 3, ang: 140, dist: 1 
pol: 3, ang: 140, dist: 2 
pol: 3, ang: 140, dist: 3 
pol: 3, ang: 140, dist: 4 
pol: 3, ang: 140, dist: 5 
pol: 3, ang: 140, dist: 6 
pol: 3, ang: 140, dist: 7 
pol: 3, ang: 140, dist: 8 
pol: 3, ang: 140, dist: 9 
pol: 3, ang: 140, dist: 10 
pol: 3, ang: 140, dist: 11 
pol: 3, ang: 140, dist: 12 
pol: 3, ang: 140, dist: 13 
pol: 3, ang: 140, dist: 14 
pol: 3, ang: 140, dist: 15 
pol: 3, ang: 140, dist: 16 
pol: 3, ang: 140, dist: 17 
pol: 3, ang: 140, dist: 18 
pol: 3, ang: 140, dist: 19 
pol: 3, ang: 150, dist: 1 
pol: 3, ang: 150, dist: 2 
pol: 3, ang: 150, dist: 3 
pol: 3, ang: 150, dist: 4 
pol: 3, ang: 150, dist: 5 
pol: 3, ang: 150, dist: 6 
pol: 3, ang: 150, dist: 7 
pol: 3, ang: 150, dist: 8 
pol: 3, ang: 150, dist: 9 
pol: 3, ang: 150, dist: 10 
pol: 3, ang: 150, dist: 11 
pol: 3, ang: 150, dist: 12 
pol: 3, ang: 150, dist: 13 
pol: 3, ang: 150, dist: 14 
pol: 3, ang: 150, dist: 15 
pol: 3, ang: 150, dist: 16 
pol: 3, ang: 150, dist: 17 
pol: 3, ang: 150, dist: 18 
pol: 3, ang: 150, dist: 19 
pol: 3, ang: 160, dist: 1 
pol: 3, ang: 160, dist: 2 
pol: 3, ang: 160, dist: 3 
pol: 3, ang: 160, dist: 4 
pol: 3, ang: 160, dist: 5 
pol: 3, ang: 160, dist: 6 
pol: 3, ang: 160, dist: 7 
pol: 3, ang: 160, dist: 8 
pol: 3, ang: 160, dist: 9 
pol: 3, ang: 160, dist: 10 
pol: 3, ang: 160, dist: 11 
pol: 3, ang: 160, dist: 12 
pol: 3, ang: 160, dist: 13 
pol: 3, ang: 160, dist: 14 
pol: 3, ang: 160, dist: 15 
pol: 3, ang: 160, dist: 16 
pol: 3, ang: 160, dist: 17 
pol: 3, ang: 160, dist: 18 
pol: 3, ang: 160, dist: 19 
pol: 3, ang: 170, dist: 1 
Too many values
pol: 3, ang: 170, dist: 2 
Too many values
pol: 3, ang: 170, dist: 3 
pol: 3, ang: 170, dist: 4 
pol: 3, ang: 170, dist: 5 
pol: 3, ang: 170, dist: 6 
pol: 3, ang: 170, dist: 7 
pol: 3, ang: 170, dist: 8 
pol: 3, ang: 170, dist: 9 
pol: 3, ang: 170, dist: 10 
pol: 3, ang: 170, dist: 11 
pol: 3, ang: 170, dist: 12 
pol: 3, ang: 170, dist: 13 
pol: 3, ang: 170, dist: 14 
pol: 3, ang: 170, dist: 15 
pol: 3, ang: 170, dist: 16 
pol: 3, ang: 170, dist: 17 
pol: 3, ang: 170, dist: 18 
pol: 3, ang: 170, dist: 19 
pol: 3, ang: 180, dist: 1 
Too many values
pol: 3, ang: 180, dist: 2 
Too many values
pol: 3, ang: 180, dist: 3 
pol: 3, ang: 180, dist: 4 
pol: 3, ang: 180, dist: 5 
pol: 3, ang: 180, dist: 6 
pol: 3, ang: 180, dist: 7 
pol: 3, ang: 180, dist: 8 
pol: 3, ang: 180, dist: 9 
pol: 3, ang: 180, dist: 10 
pol: 3, ang: 180, dist: 11 
pol: 3, ang: 180, dist: 12 
pol: 3, ang: 180, dist: 13 
pol: 3, ang: 180, dist: 14 
pol: 3, ang: 180, dist: 15 
pol: 3, ang: 180, dist: 16 
pol: 3, ang: 180, dist: 17 
pol: 3, ang: 180, dist: 18 
pol: 3, ang: 180, dist: 19 
jaccard: 0.795742527603863 | divisao pela distancia: 0.007981582637546699 
values: [[5, 130], [6, 170], [16, 140], [14, 130]]
--------------- NEW POLYGON ---------------
pol: 4, ang: 120, dist: 1 
min dist: 1 max angle: 120 | jaccard: 0.715917013381436 | divisao pela distancia: 0.031294326814074166 | jaccard*distDiv: 0.3580599989471426 
pol: 4, ang: 120, dist: 2 
pol: 4, ang: 120, dist: 3 
pol: 4, ang: 120, dist: 4 
pol: 4, ang: 120, dist: 5 
pol: 4, ang: 120, dist: 6 
pol: 4, ang: 120, dist: 7 
pol: 4, ang: 120, dist: 8 
pol: 4, ang: 120, dist: 9 
pol: 4, ang: 120, dist: 10 
pol: 4, ang: 120, dist: 11 
pol: 4, ang: 120, dist: 12 
pol: 4, ang: 120, dist: 13 
pol: 4, ang: 120, dist: 14 
pol: 4, ang: 120, dist: 15 
pol: 4, ang: 120, dist: 16 
pol: 4, ang: 120, dist: 17 
pol: 4, ang: 120, dist: 18 
pol: 4, ang: 120, dist: 19 
pol: 4, ang: 130, dist: 1 
pol: 4, ang: 130, dist: 2 
pol: 4, ang: 130, dist: 3 
pol: 4, ang: 130, dist: 4 
pol: 4, ang: 130, dist: 5 
pol: 4, ang: 130, dist: 6 
pol: 4, ang: 130, dist: 7 
pol: 4, ang: 130, dist: 8 
pol: 4, ang: 130, dist: 9 
pol: 4, ang: 130, dist: 10 
pol: 4, ang: 130, dist: 11 
pol: 4, ang: 130, dist: 12 
pol: 4, ang: 130, dist: 13 
pol: 4, ang: 130, dist: 14 
pol: 4, ang: 130, dist: 15 
min dist: 15 max angle: 130 | jaccard: 0.7674676532854448 | divisao pela distancia: 0.024412551778845198 | jaccard*distDiv: 0.36524368489272346 
pol: 4, ang: 130, dist: 16 
pol: 4, ang: 130, dist: 17 
pol: 4, ang: 130, dist: 18 
pol: 4, ang: 130, dist: 19 
pol: 4, ang: 140, dist: 1 
pol: 4, ang: 140, dist: 2 
pol: 4, ang: 140, dist: 3 
pol: 4, ang: 140, dist: 4 
pol: 4, ang: 140, dist: 5 
pol: 4, ang: 140, dist: 6 
pol: 4, ang: 140, dist: 7 
pol: 4, ang: 140, dist: 8 
pol: 4, ang: 140, dist: 9 
pol: 4, ang: 140, dist: 10 
pol: 4, ang: 140, dist: 11 
pol: 4, ang: 140, dist: 12 
pol: 4, ang: 140, dist: 13 
pol: 4, ang: 140, dist: 14 
pol: 4, ang: 140, dist: 15 
pol: 4, ang: 140, dist: 16 
pol: 4, ang: 140, dist: 17 
pol: 4, ang: 140, dist: 18 
pol: 4, ang: 140, dist: 19 
pol: 4, ang: 150, dist: 1 
pol: 4, ang: 150, dist: 2 
pol: 4, ang: 150, dist: 3 
pol: 4, ang: 150, dist: 4 
pol: 4, ang: 150, dist: 5 
pol: 4, ang: 150, dist: 6 
pol: 4, ang: 150, dist: 7 
pol: 4, ang: 150, dist: 8 
pol: 4, ang: 150, dist: 9 
pol: 4, ang: 150, dist: 10 
pol: 4, ang: 150, dist: 11 
pol: 4, ang: 150, dist: 12 
pol: 4, ang: 150, dist: 13 
pol: 4, ang: 150, dist: 14 
pol: 4, ang: 150, dist: 15 
pol: 4, ang: 150, dist: 16 
pol: 4, ang: 150, dist: 17 
pol: 4, ang: 150, dist: 18 
pol: 4, ang: 150, dist: 19 
pol: 4, ang: 160, dist: 1 
pol: 4, ang: 160, dist: 2 
pol: 4, ang: 160, dist: 3 
pol: 4, ang: 160, dist: 4 
pol: 4, ang: 160, dist: 5 
pol: 4, ang: 160, dist: 6 
pol: 4, ang: 160, dist: 7 
pol: 4, ang: 160, dist: 8 
pol: 4, ang: 160, dist: 9 
pol: 4, ang: 160, dist: 10 
pol: 4, ang: 160, dist: 11 
pol: 4, ang: 160, dist: 12 
pol: 4, ang: 160, dist: 13 
pol: 4, ang: 160, dist: 14 
pol: 4, ang: 160, dist: 15 
min dist: 15 max angle: 160 | jaccard: 0.8123670751811847 | divisao pela distancia: 0.025667004526561385 | jaccard*distDiv: 0.3905056760607147 
pol: 4, ang: 160, dist: 16 
pol: 4, ang: 160, dist: 17 
pol: 4, ang: 160, dist: 18 
pol: 4, ang: 160, dist: 19 
pol: 4, ang: 170, dist: 1 
Too many values
pol: 4, ang: 170, dist: 2 
Too many values
pol: 4, ang: 170, dist: 3 
pol: 4, ang: 170, dist: 4 
pol: 4, ang: 170, dist: 5 
